Substation,Feeder,Load_Name,Phases,kW,kvar,Yearly_Type,Yearly_Number
uhs0_1247,uhs0_1247--udt12274,load_p1ulv37,1,5.121080771859233,1.1807848049623457,res,691
uhs0_1247,uhs0_1247--udt12274,load_p1ulv37_2,1,5.121080771859233,1.1807848049623457,res,691
uhs0_1247,uhs0_1247--udt12274,load_p1ulv38,1,3.963001053413761,0.9410786890170905,res,1256
uhs0_1247,uhs0_1247--udt12274,load_p1ulv38_2,1,3.963001053413761,0.9410786890170905,res,1256
uhs0_1247,uhs0_1247--udt12274,load_p1ulv39,1,3.6844020253442458,1.4451491397155931,res,1258
uhs0_1247,uhs0_1247--udt12274,load_p1ulv39_2,1,3.6844020253442458,1.4451491397155931,res,1258
uhs0_1247,uhs0_1247--udt12274,load_p1ulv146,1,2.5047232020051142,0.6800922265265169,res,162
uhs0_1247,uhs0_1247--udt12274,load_p1ulv146_2,1,2.5047232020051142,0.6800922265265169,res,162
uhs0_1247,uhs0_1247--udt12274,load_p1ulv149,1,3.0502193323758338,0.7068547525403183,res,407
uhs0_1247,uhs0_1247--udt12274,load_p1ulv149_2,1,3.0502193323758338,0.7068547525403183,res,407
uhs0_1247,uhs0_1247--udt12274,load_p1ulv150,1,9.341738473663403,2.018548151169967,res,504
uhs0_1247,uhs0_1247--udt12274,load_p1ulv150_2,1,9.341738473663403,2.018548151169967,res,504
uhs0_1247,uhs0_1247--udt12274,load_p1ulv151,1,4.817618468644212,1.1350426223715635,res,843
uhs0_1247,uhs0_1247--udt12274,load_p1ulv151_2,1,4.817618468644212,1.1350426223715635,res,843
uhs0_1247,uhs0_1247--udt12274,load_p1ulv152,1,4.4719654544990375,1.0992469987144322,res,1157
uhs0_1247,uhs0_1247--udt12274,load_p1ulv152_2,1,4.4719654544990375,1.0992469987144322,res,1157
uhs0_1247,uhs0_1247--udt12274,load_p1ulv153,3,54.85131672153877,11.535069304572756,res,796
uhs0_1247,uhs0_1247--udt12274,load_p1ulv155,1,9.341738473663403,2.018548151169967,res,504
uhs0_1247,uhs0_1247--udt12274,load_p1ulv155_2,1,9.341738473663403,2.018548151169967,res,504
uhs0_1247,uhs0_1247--udt12274,load_p1ulv156,1,2.6241521841182514,0.8429304779950015,res,33
uhs0_1247,uhs0_1247--udt12274,load_p1ulv156_2,1,2.6241521841182514,0.8429304779950015,res,33
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1592,1,3.469521951913567,0.9490620687569232,res,825
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1592_2,1,3.469521951913567,0.9490620687569232,res,825
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1601,1,8.020736002000627,0.8077597125403054,res,411
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1601_2,1,8.020736002000627,0.8077597125403054,res,411
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1603,1,2.40000228705824,1.0173787262529668,res,1205
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1603_2,1,2.40000228705824,1.0173787262529668,res,1205
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1604,1,6.224817813202313,1.7553010009693135,res,710
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1604_2,1,6.224817813202313,1.7553010009693135,res,710
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1606,1,5.5396149838334106,1.3495096504699533,res,1273
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1606_2,1,5.5396149838334106,1.3495096504699533,res,1273
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1607,1,4.666080754031652,0.9704814918535188,res,280
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1607_2,1,4.666080754031652,0.9704814918535188,res,280
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1609,1,4.788649591238137,1.023651375705972,res,512
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1609_2,1,4.788649591238137,1.023651375705972,res,512
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1611,1,2.6241521841182514,0.8429304779950015,res,33
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1611_2,1,2.6241521841182514,0.8429304779950015,res,33
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1613,1,4.78815623948431,1.2110296754961107,res,842
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1613_2,1,4.78815623948431,1.2110296754961107,res,842
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1614,1,2.1724381950021665,0.9907382338000528,res,292
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1614_2,1,2.1724381950021665,0.9907382338000528,res,292
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1615,1,4.666080754031652,0.9704814918535188,res,280
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1615_2,1,4.666080754031652,0.9704814918535188,res,280
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1617,1,3.8748715750127736,1.5614372175332516,res,517
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1617_2,1,3.8748715750127736,1.5614372175332516,res,517
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1622,1,6.520159505202592,1.1378587223610979,res,879
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1622_2,1,6.520159505202592,1.1378587223610979,res,879
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1627,1,7.820072877358693,1.759853089528969,res,97
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1627_2,1,7.820072877358693,1.759853089528969,res,97
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1631,1,4.760442075087689,1.0766161551105315,res,807
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1631_2,1,4.760442075087689,1.0766161551105315,res,807
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1638,3,90.84575360320908,22.30335579553028,com,13363
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1897,3,102.83620489813865,36.81420938044198,com,14822
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1898,3,408.5425195897842,114.23392096388957,com,13096
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1899,1,4.315153527476089,1.1500690460008876,res,305
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1899_2,1,4.315153527476089,1.1500690460008876,res,305
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1900,1,2.623267981089487,1.212519304398851,res,452
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1900_2,1,2.623267981089487,1.212519304398851,res,452
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1901,1,2.658027342573646,0.9113625924854422,res,1105
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1901_2,1,2.658027342573646,0.9113625924854422,res,1105
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1902,1,5.121080771859233,1.1807848049623457,res,691
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1902_2,1,5.121080771859233,1.1807848049623457,res,691
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1903,1,3.789884331965197,1.0036576715582408,res,670
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1903_2,1,3.789884331965197,1.0036576715582408,res,670
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1904,1,1.5280154200518221,0.1928528517351529,res,261
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1904_2,1,1.5280154200518221,0.1928528517351529,res,261
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1905,1,3.8029744718879392,1.1462670306842289,res,263
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1905_2,1,3.8029744718879392,1.1462670306842289,res,263
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1906,1,4.788649591238137,1.023651375705972,res,512
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1906_2,1,4.788649591238137,1.023651375705972,res,512
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1907,1,3.6844020253442458,1.4451491397155931,res,1258
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1907_2,1,3.6844020253442458,1.4451491397155931,res,1258
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1908,1,4.359410160991208,0.7703346328307125,res,470
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1908_2,1,4.359410160991208,0.7703346328307125,res,470
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1909,1,4.788649591238137,1.023651375705972,res,512
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1909_2,1,4.788649591238137,1.023651375705972,res,512
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1910,1,3.8029744718879392,1.1462670306842289,res,263
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1910_2,1,3.8029744718879392,1.1462670306842289,res,263
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1911,1,3.4468581914223817,1.1411197390818253,res,250
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1911_2,1,3.4468581914223817,1.1411197390818253,res,250
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1912,1,4.359410160991208,0.7703346328307125,res,470
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1912_2,1,4.359410160991208,0.7703346328307125,res,470
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1913,1,2.883742447314782,0.5485605147454705,res,1148
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1913_2,1,2.883742447314782,0.5485605147454705,res,1148
uhs0_1247,uhs0_1247--udt12274,load_p1ulv1914,1,1.8618983584330409,0.7337589993741062,res,141
